Date,Open,High,Low,Close,Volume,Adj Close
2016-10-03,125.32,125.459999,118.419998,119.739998,16464500,119.739998
2016-09-26,127.959999,128.039993,125.239998,125.639999,7239700,125.639999
2016-09-19,125.610001,128.199997,125.169998,127.650002,9301000,127.650002
2016-09-12,126.309998,126.919998,124.669998,125.059998,10981600,125.059998
2016-09-06,127.400002,129.080002,126.699997,126.75,10993200,126.75
2016-08-29,126.00,126.57,124.550003,126.57,10429100,126.57
2016-08-22,127.629997,128.220001,125.82,126.050003,10806500,126.050003
2016-08-15,127.620003,129.169998,127.459999,127.970001,8993800,127.970001
2016-08-08,127.290001,129.259995,127.199997,127.400002,8833600,127.400002
2016-08-01,128.570007,130.550003,127.389999,127.550003,8177300,127.550003
2016-07-25,125.529999,129.410004,125.110001,128.979996,12157800,128.979996
2016-07-18,127.019997,127.50,125.309998,126.349998,8510600,126.349998
2016-07-11,129.490005,129.899994,126.029999,126.839996,14143400,126.839996
2016-07-05,128.800003,131.149994,128.169998,130.520004,17636400,130.520004
2016-06-27,126.440002,128.419998,125.059998,128.410004,16074200,128.410004
2016-06-20,122.260002,126.82,120.059998,126.00,16160100,126.00
2016-06-13,122.800003,125.669998,122.029999,123.949997,16301500,123.949997
2016-06-06,118.889999,122.099998,118.410004,121.739998,10453300,121.739998
2016-05-31,115.760002,118.889999,115.199997,118.879997,8945900,118.879997
2016-05-23,118.860001,119.599998,115.290001,115.620003,9293500,115.620003
2016-05-16,122.93,122.970001,118.919998,119.709999,10764700,119.709999
2016-05-09,121.199997,122.389999,120.080002,121.709999,8358200,121.709999
2016-05-02,123.779999,123.959999,121.25,123.18,10148400,123.18
2016-04-25,118.139999,123.93,118.110001,123.650002,11286000,123.650002
2016-04-18,118.529999,120.550003,117.279999,117.889999,12346800,117.889999
2016-04-11,119.470001,120.349998,116.949997,117.919998,9876100,117.919998
2016-04-04,116.669998,118.849998,115.00,118.43,9007600,118.43
2016-03-28,116.730003,118.809998,115.550003,116.93,9774800,116.93
2016-03-21,119.00,120.160004,116.160004,116.330002,9075500,116.330002
2016-03-14,120.269997,121.18,117.339996,119.800003,13678400,119.800003
2016-03-07,121.18,121.879997,118.839996,119.410004,11695900,119.410004
2016-02-29,117.589996,122.370003,117.339996,120.540001,13909000,120.540001
2016-02-22,115.440002,119.860001,115.410004,117.110001,12531000,117.110001
2016-02-16,116.00,118.599998,114.739998,117.580002,13490600,117.580002
2016-02-08,113.669998,120.839996,112.980003,118.360001,25185800,118.360001
2016-02-01,107.540001,112.349998,107.349998,112.32,12180800,112.32
2016-01-25,105.760002,107.93,105.599998,106.949997,7509800,106.949997
2016-01-19,104.059998,106.160004,103.650002,105.00,6079900,105.00
2016-01-11,105.470001,105.57,102.50,104.080002,7835700,104.080002
2016-01-04,103.129997,106.239998,102.489998,105.68,7733100,105.68
2015-12-28,102.480003,102.599998,101.309998,101.459999,3439200,101.459999
2015-12-21,102.949997,103.519997,102.209999,103.050003,3758500,103.050003
2015-12-14,102.580002,103.199997,100.230003,102.040001,7837800,102.040001
2015-12-07,103.32,103.660004,101.849998,103.110001,4896800,103.110001
2015-11-30,101.529999,104.209999,100.529999,104.019997,7762500,104.019997
2015-11-23,102.480003,103.25,100.989998,101.25,3861700,101.25
2015-11-16,103.980003,104.089996,101.980003,103.089996,5529400,103.089996
2015-11-09,104.290001,104.650002,103.040001,103.559998,4326400,103.559998
2015-11-02,108.639999,108.839996,104.019997,104.099998,7073800,104.099998
2015-10-26,111.730003,113.25,109.059998,109.300003,4822900,109.300003
2015-10-19,112.639999,113.089996,110.959999,111.50,4215200,111.50
2015-10-12,111.669998,113.989998,111.010002,112.489998,8466000,112.489998
2015-10-05,109.139999,111.050003,108.459999,110.870003,6261000,110.870003
2015-09-28,108.370003,109.32,106.470001,108.989998,5453600,108.989998
2015-09-21,108.489998,110.82,107.440002,109.809998,5713200,109.809998
2015-09-14,105.860001,109.379997,105.68,109.209999,5153900,109.209999
2015-09-08,107.599998,107.940002,105.269997,106.160004,6266200,106.160004
2015-08-31,108.190002,109.769997,107.07,107.489998,4732700,107.489998
2015-08-24,111.540001,112.120003,107.080002,108.699997,10976100,108.699997
2015-08-17,107.370003,111.330002,106.309998,111.129997,8678500,111.129997
2015-08-10,105.029999,107.910004,104.919998,106.849998,5649300,106.849998
2015-08-03,104.589996,105.379997,103.779999,104.650002,4023900,104.650002
2015-07-27,104.940002,105.75,103.860001,104.93,7039400,104.93
2015-07-20,106.599998,106.650002,103.43,105.349998,10394500,105.349998
2015-07-13,110.43,111.139999,108.400002,108.650002,7130900,108.650002
2015-07-06,111.709999,112.580002,110.050003,111.489998,5285100,111.489998
2015-06-29,112.809998,113.230003,111.410004,111.760002,5491200,111.760002
2015-06-22,113.790001,113.940002,112.129997,112.559998,4111800,112.559998
2015-06-15,113.279999,115.610001,112.629997,115.120003,5639400,115.120003
2015-06-08,112.389999,114.139999,112.129997,113.230003,3907600,113.230003
2015-06-01,115.019997,115.50,111.57,112.239998,5651300,112.239998
2015-05-26,113.839996,114.480003,113.209999,114.099998,4281000,114.099998
2015-05-18,117.779999,117.879997,115.32,115.599998,3771900,115.599998
2015-05-11,114.089996,117.75,113.080002,117.529999,5862300,117.529999
2015-05-04,114.18,115.110001,113.32,113.970001,5240900,113.970001
2015-04-27,113.870003,116.620003,112.279999,113.080002,7949900,113.080002
2015-04-20,114.82,115.559998,112.769997,113.050003,4711700,113.050003
2015-04-13,115.349998,115.790001,114.389999,115.599998,3425200,115.599998
2015-04-06,117.32,117.470001,114.480003,115.970001,4518100,115.970001
2015-03-30,113.900002,115.989998,113.410004,115.279999,4993800,115.279999
2015-03-23,113.699997,115.839996,113.489998,115.059998,4131500,115.059998
2015-03-16,111.089996,114.00,109.769997,113.57,7841500,113.57
2015-03-09,112.419998,112.620003,110.160004,110.879997,6058600,110.879997
2015-03-02,116.50,116.639999,111.699997,111.860001,6911400,111.860001
2015-02-23,115.110001,117.07,114.290001,116.160004,5947700,116.160004
2015-02-17,116.400002,116.540001,114.989998,115.279999,7192900,115.279999
2015-02-09,118.830002,119.400002,117.00,117.980003,4912200,117.980003
2015-02-02,121.839996,123.160004,117.949997,118.639999,8471500,118.639999
2015-01-26,123.330002,124.639999,120.260002,123.449997,10275500,123.449997
2015-01-20,123.629997,125.580002,123.349998,124.230003,10710100,124.230003
2015-01-12,117.459999,123.150002,117.32,122.519997,11171900,122.519997
2015-01-05,114.779999,117.50,114.730003,117.260002,8169300,117.260002
2014-12-29,114.610001,116.260002,112.32,114.080002,8921200,114.080002
2014-12-22,114.809998,114.980003,112.410004,114.830002,5126600,114.830002
2014-12-15,116.220001,116.970001,113.580002,114.769997,7395500,114.769997
2014-12-08,114.970001,118.989998,114.459999,117.410004,5984000,117.410004
