Date,Open,High,Low,Close,Volume,Adj Close
2015-07-06,18.32,18.33,16.950001,17.67,28677100,17.67
2015-06-29,19.59,20.00,18.93,18.93,19264800,18.93
2015-06-22,19.92,20.620001,19.73,19.98,14750300,19.98
2015-06-15,19.950001,20.66,19.860001,20.02,13057200,20.02
2015-06-08,19.75,20.799999,19.549999,20.27,13759800,20.27
2015-06-01,20.360001,20.799999,19.23,19.90,18381000,19.90
2015-05-26,19.809999,20.50,19.09,20.309999,24673500,20.309999
2015-05-18,20.440001,20.59,19.58,20.25,21292700,20.25
2015-05-11,20.48,21.200001,20.049999,20.52,18012900,20.52
2015-05-04,20.26,21.50,19.969999,20.42,23861500,20.42
2015-04-27,19.780001,20.549999,19.440001,20.40,20318700,20.40
2015-04-20,19.610001,20.16,19.26,19.67,22023300,19.67
2015-04-13,18.73,20.219999,18.34,19.84,29608300,19.84
2015-04-06,17.85,19.18,17.690001,18.41,31847600,18.41
2015-03-30,17.299999,17.879999,16.790001,17.559999,30374800,17.559999
