Date,Open,High,Low,Close,Volume,Adj Close
2016-10-03,215.820007,216.300003,213.990005,215.039993,85542800,215.039993
2016-09-26,215.020004,217.119995,213.619995,216.300003,100201300,216.300003
2016-09-19,214.130005,217.529999,213.029999,215.990005,82101900,215.990005
2016-09-12,212.389999,216.809998,212.309998,213.369995,154957900,213.369995
2016-09-06,218.699997,219.220001,213.25,213.279999,107237200,212.208038
2016-08-29,217.440002,218.869995,216.029999,218.369995,78204800,217.272461
2016-08-22,218.259995,219.600006,216.25,217.289993,75645600,216.197891
2016-08-15,218.889999,219.50,217.020004,218.539993,61318700,217.441605
2016-08-08,218.399994,218.940002,217.229996,218.460007,56583400,217.362015
2016-08-01,217.190002,218.229996,214.25,218.179993,67615600,217.083405
2016-07-25,217.00,217.539993,215.619995,217.119995,70918500,216.028748
2016-07-18,215.970001,217.369995,215.630005,217.240005,60359100,216.148148
2016-07-11,213.190002,217.009995,212.949997,215.830002,92123900,214.745224
2016-07-05,208.949997,212.940002,207.059998,212.649994,106347500,211.581207
2016-06-27,201.589996,210.490005,198.649994,209.919998,159712800,208.864929
2016-06-20,208.820007,210.869995,202.720001,203.240005,137397500,202.218506
2016-06-13,209.360001,210.369995,205.589996,206.520004,123704700,205.482025
2016-06-06,210.699997,212.520004,209.429993,210.070007,75929700,207.932861
2016-05-31,210.559998,210.929993,208.860001,210.279999,86154300,208.140717
2016-05-23,205.509995,210.25,204.990005,210.240005,68690300,208.101135
2016-05-16,204.960007,207.339996,202.779999,205.490005,106578900,203.39946
2016-05-09,205.570007,208.539993,204.380005,204.759995,83927000,202.676865
2016-05-02,206.919998,208.179993,203.880005,205.720001,81420600,203.627106
2016-04-25,208.259995,209.809998,205.029999,206.330002,91800000,204.230911
2016-04-18,207.779999,210.919998,207.00,208.970001,85928100,206.84404
2016-04-11,205.25,208.600006,203.699997,207.779999,87283800,205.666153
2016-04-04,206.830002,207.070007,203.089996,204.50,92779700,202.419525
2016-03-28,203.610001,207.139999,202.399994,206.919998,90140800,204.814896
2016-03-21,204.070007,205.229996,201.740005,203.119995,83953000,201.053558
2016-03-14,202.160004,205.229996,201.050003,204.380005,113747000,202.300751
2016-03-07,199.339996,202.809998,197.380005,202.759995,122759600,199.667389
2016-02-29,195.110001,201.350006,193.330002,200.429993,118919700,197.372925
2016-02-22,193.869995,196.679993,189.320007,195.089996,121293900,192.11438
2016-02-16,188.770004,193.320007,187.630005,192.00,118349000,189.071518
2016-02-08,185.770004,188.339996,181.089996,186.630005,174189000,183.783432
2016-02-01,192.529999,194.580002,187.100006,187.949997,168800300,185.083282
2016-01-25,189.919998,193.880005,187.059998,193.720001,162283600,190.765274
2016-01-19,189.960007,190.759995,181.020004,190.520004,211471100,187.61409
2016-01-11,193.009995,194.860001,185.520004,187.809998,227295300,184.945419
2016-01-04,200.490005,201.899994,191.580002,191.919998,181713000,188.992737
2015-12-28,204.860001,207.789993,203.869995,203.869995,81196900,200.760468
2015-12-21,201.410004,206.330002,200.089996,205.679993,92411800,202.542847
2015-12-14,202.070007,208.479996,199.830002,200.020004,191591500,196.969193
2015-12-07,209.229996,209.729996,201.509995,201.880005,138834200,197.624664
2015-11-30,209.75,211.00,204.75,209.619995,135652100,205.201508
2015-11-23,209.380005,209.979996,207.410004,209.559998,63275800,205.142776
2015-11-16,202.320007,210.119995,202.179993,209.309998,108468600,204.898056
2015-11-09,209.309998,209.490005,202.440002,202.539993,109924300,198.270752
