1344830400,2012-08-12,10.8391247307253,2.92113384665167,spy change   0.000260879881005916
1344916800,2012-08-13,10.8388638508443,2.9232005366804, uso change  0.0065883510607118
1345003200,2012-08-14,10.8322754997836,2.92158556529247, uso change  0.0056019844284086
1345089600,2012-08-15,10.8266735153552,2.9179450514001, uso change  0.0109869192690466
1345176000,2012-08-16,10.8156865960861,2.9093694443183, uso change  0.00865765204510045
1345435200,2012-08-19,10.807028944041,2.90419523898516, slv change  0.0158730038480038
1345521600,2012-08-20,10.791155940193,2.89673835556741, slv change  0.025087936399907
1345608000,2012-08-21,10.7660680037931,2.88082096091003, slv change  0.0130741524933473
1345694400,2012-08-22,10.7529938512998,2.87392952421628, slv change  0.0282212509157015
1345780800,2012-08-23,10.7247726003841,2.8603038116697,spy change   0.00231371235392266
1346040000,2012-08-26,10.7224588880302,2.85965046071305, slv change  0.00769058181007583
1346126400,2012-08-27,10.7147683062201,2.85745233727084, uso change  0.00783512710096664
1346212800,2012-08-28,10.7069331791191,2.85410665265299,spy change   0.00073023181012091
1346299200,2012-08-29,10.706202947309,2.8567665424878,
1346385600,2012-08-30,10.706202947309,2.86069025614843, slv change  0.0249697283027169
1346731200,2012-09-03,10.6812332190063,2.84326747438793, slv change  0.030603560874311
1346817600,2012-09-04,10.650629658132,2.82803917791935,spy change   0.000921961633957525
1346904000,2012-09-05,10.649707696498,2.82880849166881,spy change   0.014651742268914
1346990400,2012-09-06,10.6350559542291,2.81736673250509, slv change  0.0253177529180222
1347249600,2012-09-09,10.6097382013111,2.80065339619503, uso change  0.00437780365126693
1347336000,2012-09-10,10.6053603976598,2.8002728030461, uso change  0.00831334726639518
1347422400,2012-09-11,10.5970470503934,2.7952493129533,spy change   0.00231032023205202
1347508800,2012-09-12,10.5947367301614,2.79612610366365, slv change  0.026355679830802
1347595200,2012-09-13,10.5683810503306,2.7786257698075, slv change  0.0155084899095339
1347854400,2012-09-16,10.552872560421,2.76492788218975,
1347940800,2012-09-17,10.552872560421,2.77319240211377, slv change  0.0155614631337244
1348027200,2012-09-18,10.5373110972873,2.76719496939852,spy change   0.00136278277769333
1348113600,2012-09-19,10.5359483145096,2.7733273744282,
1348200000,2012-09-20,10.5359483145096,2.77501807931542, gld change  0.00636756608456486
1348459200,2012-09-23,10.529580748425,2.77042125424484,
1348545600,2012-09-24,10.529580748425,2.7784378740397, gld change  0.000720705902832989
1348632000,2012-09-25,10.5288600425222,2.77955972710364,
1348718400,2012-09-26,10.5288600425222,2.78734642165504, uso change  0.0220415748032608
1348804800,2012-09-27,10.506818467719,2.76958507668283, uso change  0.00224803053949813
1349064000,2012-09-30,10.5045704371795,2.76893676584902, slv change  0.00859347079033039
1349150400,2012-10-01,10.4959769663891,2.76218603318012,
1349236800,2012-10-02,10.4959769663891,2.76500921482358,spy change   0.00269181644116154
1349323200,2012-10-03,10.493285149948,2.77000816896088, uso change  0.0212175290380968
1349409600,2012-10-04,10.4720676209099,2.75583538768324,spy change   0.00248290888382697
1349668800,2012-10-07,10.469584712026,2.7587095465888,
1349755200,2012-10-08,10.469584712026,2.76395631953399, uso change  0.0245957768211249
1349841600,2012-10-09,10.4449889352049,2.75527017586426, slv change  0.00435398938124761
1349928000,2012-10-10,10.4406349458237,2.75459393417577, uso change  0.00389595796139028
1350014400,2012-10-11,10.4367389878623,2.7514141542623,
1350273600,2012-10-14,10.4367389878623,2.75654322275479,spy change   0.00385080261737611
1350360000,2012-10-15,10.4328881852449,2.76241903189293,spy change   0.0109214253939188
1350446400,2012-10-16,10.421966759851,2.75433905313867, slv change  0.00519857564149076
1350532800,2012-10-17,10.4167681842095,2.75033828907252,
1350619200,2012-10-18,10.4167681842095,2.75315191350757,
1350878400,2012-10-21,10.4167681842095,2.76233019798973, slv change  0.00383225458982033
1350964800,2012-10-22,10.4129359296197,2.765039402729,
1351051200,2012-10-23,10.4129359296197,2.77834826889472,
1351137600,2012-10-24,10.4129359296197,2.78054520997494, slv change  0.0124303471924561
1351224000,2012-10-25,10.4005055824272,2.77300530283485, slv change  0.00107043459644621
1351656000,2012-10-30,10.3994351478308,2.77271955441604, uso change  0.00460009409304765
1351742400,2012-10-31,10.3948350537377,2.76884314265682,spy change   0.00772183403284871
1351828800,2012-11-01,10.3871132197049,2.76463829879401,
1352091600,2012-11-04,10.3871132197049,2.77755313226985, uso change  0.000422954103976427
1352178000,2012-11-05,10.3866902656009,2.77863699082407, uso change  0.0268546141196705
1352264400,2012-11-06,10.3598356514812,2.75797914436115, gld change  0.00397063126797439
1352350800,2012-11-07,10.3558650202132,2.76539919352448, slv change  0.0163461538461539
1352437200,2012-11-08,10.3395188663671,2.75889306024052, slv change  0.0118243347569223
1352696400,2012-11-11,10.3276945316102,2.75121753814808,
1352782800,2012-11-12,10.3276945316102,2.75279075065944, slv change  0.00275479977489714
1352869200,2012-11-13,10.3249397318353,2.75328960816748, uso change  0.00746737492077591
1352955600,2012-11-14,10.3174723569145,2.75058762934323,
1353042000,2012-11-15,10.3174723569145,2.75467210872577, uso change  0.00972698482851127
1353301200,2012-11-18,10.307745372086,2.75123997436129, uso change  0.0253822635144193
1353387600,2012-11-19,10.2823631085716,2.73029854458492,spy change   0.00479972879214908
1353474000,2012-11-20,10.2775633797794,2.73190208476347, slv change  0.00466224616659777
1353646800,2012-11-22,10.2729011336128,2.72926572294778, slv change  0.0193050491981795
1353906000,2012-11-25,10.2535960844146,2.71475941866791, slv change  0.00565766827296101
